issue,rob,sqlq,rows,alus,mult,ldst,cache,bpc,cycles
2,64,96,40,4,1,2,32,3,17024560
2,64,96,40,6,1,2,16,2,16114078
2,64,96,40,6,1,2,32,3,16274562
2,64,96,50,4,1,2,48,3,18048803
2,64,96,50,4,2,1,16,1,23264129
2,64,96,60,4,2,2,16,1,23189194
2,64,96,60,4,2,2,48,2,17904188
2,64,96,60,6,2,2,48,1,20269127
4,128,128,0,0,0,0,0,0,29439177
4,128,128,10,2,2,1,16,1,22944374
4,128,128,10,4,1,4,16,1,22496758
4,128,128,10,4,2,4,48,3,18495670
4,128,128,10,6,1,1,48,3,18270609
4,128,128,20,6,1,4,32,3,16770004
4,128,128,30,2,1,1,32,2,20262239
4,128,128,30,2,1,4,16,1,22306745
4,128,128,30,2,1,4,32,2,20187118
4,128,128,30,2,1,4,32,3,19201445
4,128,128,30,2,2,1,32,3,19201617
4,128,128,30,2,2,4,16,2,20187246
4,128,128,30,2,2,4,32,2,20074741
4,128,128,30,4,1,1,16,3,17183250
4,128,128,30,4,1,4,16,3,17182540
4,128,128,30,4,2,1,32,2,19256976
4,128,128,30,4,2,4,16,1,21859198
4,128,128,40,2,2,1,32,3,19126670
4,128,128,40,2,2,1,48,3,19125614
4,128,128,40,4,1,1,16,1,21521803
4,128,128,40,4,1,2,48,1,21004428
4,128,128,40,6,1,1,32,1,21030531
4,128,128,50,2,1,1,32,3,19276615
4,128,128,50,2,1,4,16,1,22344269
4,128,128,50,2,2,1,16,3,19614224
4,128,128,50,4,1,2,16,3,17295549
4,128,128,50,4,1,2,48,3,16956738
4,128,128,50,4,2,1,48,3,16882129
4,128,128,50,4,2,4,48,3,16207572
4,128,128,50,6,1,1,32,3,16358149
4,128,128,60,4,1,1,48,3,16232297
4,128,128,60,4,1,2,32,1,20055532
4,128,128,60,4,2,2,16,1,20921801
4,128,128,60,4,2,2,16,3,16208189
4,128,128,60,6,1,1,48,1,20029549
4,128,128,60,6,1,2,32,1,20055508
4,128,32,0,0,0,0,0,0,29443313
4,128,32,10,6,1,1,32,2,18095585
4,128,32,10,6,2,2,48,1,21268262
4,128,32,10,6,2,4,48,1,21268143
4,128,32,20,4,1,1,16,2,19895851
4,128,32,20,6,1,1,16,1,22085391
4,128,32,20,6,1,1,32,3,16921404
4,128,32,20,6,2,1,16,3,17446518
4,128,32,20,6,2,2,48,1,21567838
4,128,32,20,6,2,2,32,2,17795428
4,128,32,30,2,1,2,16,3,19202580
4,128,32,30,4,2,2,48,2,18095400
4,128,32,40,4,1,1,48,3,17033657
4,128,32,40,4,2,2,16,2,18020907
4,128,32,40,6,1,4,16,2,15770599
4,128,32,50,2,1,2,16,3,19240399
4,128,32,50,6,2,1,48,2,15770394
4,128,32,50,6,2,2,16,1,21897364
4,128,32,60,2,1,2,32,1,20503737
4,128,32,60,2,1,2,48,2,18987855
4,128,32,60,2,2,2,48,2,18987855
4,128,32,60,4,1,1,16,1,20922497
4,128,32,60,4,1,2,32,3,16208962
4,128,32,60,6,2,1,32,1,20056224
4,128,32,60,6,2,2,32,1,20056043
4,128,96,0,0,0,0,0,0,29441156
4,128,96,10,2,1,1,32,3,22255673
4,128,96,10,2,1,4,48,1,21866243
4,128,96,10,2,1,4,32,3,22011982
4,128,96,10,2,2,4,32,1,21891734
4,128,96,10,4,1,2,48,1,21268814
4,128,96,10,4,2,1,16,1,22535527
4,128,96,10,6,1,4,32,2,17589619
4,128,96,20,2,1,1,32,3,19502746
4,128,96,20,2,1,2,16,1,22907961
4,128,96,20,2,1,4,16,2,20826001
4,128,96,20,2,2,1,32,1,22041920
4,128,96,20,2,2,1,32,3,19502746
4,128,96,20,2,2,1,48,3,19277343
4,128,96,20,4,1,1,32,3,17484109
4,128,96,20,4,1,4,16,3,18159085
4,128,96,30,2,1,1,16,1,22307924
4,128,96,30,4,1,2,16,1,21860293
4,128,96,30,4,2,1,32,3,16059106
4,128,96,30,4,2,4,16,2,19183350
4,128,96,30,6,2,4,16,2,16933114
4,128,96,40,2,1,2,16,2,19813920
4,128,96,40,4,1,2,32,3,17033812
4,128,96,40,4,2,2,16,2,18020879
4,128,96,40,6,1,1,16,1,21522992
4,128,96,40,6,1,2,48,1,21005786
4,128,96,40,6,1,2,48,3,16283070
4,128,96,50,2,1,1,48,1,21828537
4,128,96,50,4,1,1,48,1,21380963
4,128,96,50,4,2,2,16,3,16959393
4,128,96,60,2,1,4,32,1,20504136
4,128,96,60,2,2,2,32,3,18227749
4,128,96,60,4,2,2,48,3,16233495
4,128,96,60,4,2,4,16,2,18021051
4,192,128,0,0,0,0,0,0,29439177
4,192,128,10,6,1,2,48,1,21267606
4,192,128,10,6,2,2,32,1,21293109
4,192,128,10,6,2,4,32,2,17588544
4,192,128,20,6,1,1,16,1,22084902
4,192,128,20,6,1,1,16,3,17445571
4,192,128,30,2,2,1,48,2,20023761
4,192,128,30,4,2,2,32,1,21367940
4,192,128,40,2,1,1,32,3,18976720
4,192,128,40,4,1,1,48,2,18244418
4,192,128,40,4,2,1,32,1,21030531
4,192,128,40,4,2,2,32,3,17032512
4,192,128,40,6,1,1,48,3,16282122
4,192,128,50,2,2,4,48,3,19013742
4,192,128,60,6,1,4,16,3,15458162
4,192,32,0,0,0,0,0,0,29443192
4,192,32,10,4,1,2,16,1,22497306
4,192,32,10,6,1,4,16,2,17870760
4,192,32,10,6,2,1,16,3,18196932
4,192,32,20,2,2,2,16,2,20825929
4,192,32,20,2,2,4,32,2,21050598
4,192,32,20,4,1,4,32,1,21593527
4,192,32,20,6,1,4,16,2,17795714
4,192,32,20,6,1,4,48,3,16245750
4,192,32,30,2,1,2,48,2,20112940
4,192,32,30,2,1,4,48,2,20112833
4,192,32,30,2,2,1,48,3,18527169
4,192,32,30,4,1,2,48,3,16058138
4,192,32,30,4,1,4,48,3,16057927
4,192,32,30,4,2,2,32,1,21368596
4,192,32,30,6,1,2,16,3,15309329
4,192,32,40,2,2,2,32,3,18827532
4,192,32,50,2,1,4,48,3,19014648
4,192,32,50,6,2,2,32,3,16134156
4,192,32,60,4,1,1,16,1,20922376
4,192,32,60,4,2,4,32,3,16208618
4,192,32,60,6,1,4,32,3,15458620
4,192,96,0,0,0,0,0,0,29441156
4,192,96,10,2,1,1,48,1,21941306
4,192,96,10,2,2,2,48,2,21407030
4,192,96,10,6,1,4,16,3,18197070
4,192,96,10,6,2,2,16,2,18096172
4,192,96,20,2,1,1,48,2,20825691
4,192,96,20,2,2,2,16,3,20027841
4,192,96,20,4,1,1,32,3,17484109
4,192,96,20,4,1,4,16,2,20045690
4,192,96,20,4,2,2,32,1,21594107
4,192,96,20,4,2,4,48,3,16808688
4,192,96,20,6,1,1,48,1,21568745
4,192,96,20,6,2,4,16,3,17409083
4,192,96,30,2,1,1,32,3,18077740
4,192,96,30,2,1,2,16,2,20188603
4,192,96,30,2,2,1,16,1,22308048
4,192,96,30,4,1,4,48,1,21343373
4,192,96,30,4,1,4,32,2,19070598
4,192,96,30,4,2,2,16,3,16059156
4,192,96,30,6,1,1,48,2,16793560
4,192,96,40,2,2,4,16,1,21970349
4,192,96,40,4,1,4,16,3,16059397
4,192,96,40,4,2,2,48,1,21005910
4,192,96,40,4,2,4,16,2,18021023
4,192,96,40,6,1,2,48,2,15770587
4,192,96,40,6,2,1,48,2,15995786
4,192,96,50,2,1,1,16,3,19615349
4,192,96,50,2,1,2,16,1,22345488
4,192,96,50,2,1,2,32,1,21854222
4,192,96,50,2,2,1,48,1,21828395
4,192,96,50,2,2,2,48,1,21828335
4,192,96,50,4,1,2,48,3,16208251
4,192,96,50,4,2,2,48,2,17945474
4,192,96,50,4,2,4,16,2,17946036
4,192,96,50,6,1,4,32,2,15481316
4,192,96,50,6,2,2,16,2,15696060
4,192,96,50,6,2,2,32,2,15481332
4,192,96,60,2,1,1,48,2,18988255
4,192,96,60,2,1,1,48,3,18277344
4,192,96,60,2,2,4,16,3,18227983
4,192,96,60,4,1,1,48,2,18095355
4,192,96,60,6,1,4,32,3,15458759
4,192,96,60,6,2,1,16,1,20923050
4,32,128,0,0,0,0,0,0,29750187
4,32,128,10,4,1,1,32,2,20441598
4,32,128,10,4,2,2,16,3,18697424
4,32,128,10,4,2,4,16,1,21481778
4,32,128,10,6,1,2,16,3,17872433
4,32,128,10,6,2,1,48,3,17622035
4,32,128,10,6,2,4,16,3,17572512
4,32,128,10,6,2,4,32,3,17546995
4,32,128,20,2,1,4,48,2,19952628
4,32,128,20,2,2,1,16,1,22192389
4,32,128,20,2,2,2,48,3,19283250
4,32,128,20,4,2,1,16,2,20753595
4,32,128,20,4,2,4,16,3,17415419
4,32,128,20,6,1,2,32,2,18047826
4,32,128,20,6,2,1,16,1,21744389
4,32,128,20,6,2,1,32,1,21744283
4,32,128,30,2,1,2,32,1,21891505
4,32,128,30,2,1,2,32,3,19208585
4,32,128,30,4,1,2,48,2,18197692
4,32,128,30,4,1,2,16,3,17190237
4,32,128,30,4,2,1,48,3,17190041
4,32,128,30,4,2,4,48,1,21417655
4,32,128,40,6,1,2,16,3,15315558
4,32,128,50,2,1,1,48,2,20515430
4,32,128,50,2,1,1,32,3,19058936
4,32,128,50,2,2,4,48,3,19021056
4,32,128,50,4,1,1,16,1,21556377
4,32,128,50,4,2,2,16,1,20956502
4,32,128,50,4,2,4,48,3,16964877
4,32,128,50,6,2,1,16,3,16440799
4,32,128,60,2,2,1,48,2,19090434
4,32,128,60,2,2,4,32,1,20653898
4,32,128,60,2,2,4,48,1,20628070
4,32,128,60,4,2,1,48,1,19580321
4,32,128,60,4,2,4,16,1,20206355
4,32,128,60,6,2,2,48,3,15464412
4,32,32,0,0,0,0,0,0,29754711
4,32,32,10,2,2,1,16,3,22745202
4,32,32,10,4,1,4,16,2,21048197
4,32,32,10,4,1,4,16,3,18698431
4,32,32,10,4,2,4,16,2,21048271
4,32,32,10,6,1,2,32,1,21363231
4,32,32,10,6,2,2,48,1,21363195
4,32,32,10,6,2,4,48,1,21363165
4,32,32,20,4,1,2,32,2,20299083
4,32,32,20,4,1,4,16,1,21744953
4,32,32,20,4,1,4,16,3,17416478
4,32,32,20,4,2,1,16,3,17829194
4,32,32,20,4,2,2,32,1,21744589
4,32,32,20,4,2,4,48,3,16965788
4,32,32,30,2,2,1,16,2,21585286
4,32,32,30,2,2,1,16,3,19210519
4,32,32,30,2,2,2,32,3,19210022
4,32,32,30,2,2,4,32,1,21892379
4,32,32,30,4,1,1,16,1,21444879
4,32,32,30,4,1,4,32,1,21444357
4,32,32,30,4,1,4,16,3,17191907
4,32,32,30,6,1,2,32,3,16441342
4,32,32,40,4,1,1,32,2,19736672
4,32,32,40,6,2,2,48,1,21531326
4,32,32,40,6,2,2,32,3,16291545
4,32,32,50,2,1,1,16,1,21405444
4,32,32,50,2,1,4,32,2,20516786
4,32,32,50,2,2,1,32,2,19691922
4,32,32,50,4,2,2,32,1,20956916
4,32,32,50,4,2,4,48,2,19548908
4,32,32,50,4,2,4,48,3,16966384
4,32,32,50,6,2,4,48,3,16216386
4,32,32,60,2,2,2,32,1,20654950
4,32,32,60,4,1,1,16,1,19607565
4,32,32,60,4,1,4,48,1,19581405
4,32,32,60,4,1,4,16,2,18124569
4,32,32,60,4,2,1,48,1,20181451
4,32,32,60,4,2,1,48,3,16216359
4,32,96,0,0,0,0,0,0,29752226
4,32,96,10,2,2,1,32,1,22099143
4,32,96,10,2,2,1,48,1,22111279
4,32,96,10,4,1,4,48,3,18429513
4,32,96,10,4,2,1,32,2,20442794
4,32,96,10,6,1,2,16,1,21482852
4,32,96,20,2,1,1,16,2,21735397
4,32,96,20,2,2,1,32,3,19585149
4,32,96,20,4,1,1,48,1,21719363
4,32,96,20,6,1,1,48,1,21719485
4,32,96,30,6,1,2,32,3,16441118
4,32,96,40,2,1,1,48,1,21529602
4,32,96,40,4,2,1,32,2,19736336
4,32,96,40,4,2,1,16,3,17041901
4,32,96,40,4,2,4,48,2,19698500
4,32,96,50,2,1,4,32,1,21404956
4,32,96,50,2,2,1,48,1,21979589
4,32,96,50,2,2,2,16,3,19247811
4,32,96,50,2,2,4,32,1,22005057
4,32,96,50,6,1,1,32,3,16141668
4,32,96,60,2,1,1,48,3,18284705
4,32,96,60,2,2,1,48,2,18266637
4,32,96,60,2,2,4,32,1,20055024
4,32,96,60,2,2,4,48,3,17509474
4,32,96,60,4,1,4,16,3,16216557
4,32,96,60,6,2,2,16,1,20207587
4,32,96,60,6,2,2,32,2,15873807
4,32,96,60,6,2,4,16,3,15466559
4,64,128,0,0,0,0,0,0,29439176
4,64,128,10,2,1,2,32,1,21891086
4,64,128,10,2,2,2,48,3,22029853
4,64,128,10,2,2,4,48,2,21480612
4,64,128,10,2,2,4,32,3,22010893
4,64,128,10,4,1,1,48,1,21342607
4,64,128,10,6,1,1,32,3,17896313
4,64,128,20,2,2,4,48,2,20599555
