issue,rob,sqlq,rows,alus,mult,ldst,cache,bpc,cycles
2,32,128,40,4,1,2,48,2,41011948
2,32,128,40,6,1,2,16,2,39649803
2,32,128,40,6,1,2,32,3,38214886
2,32,128,50,2,2,4,48,2,40916928
2,32,128,50,4,2,2,16,2,41005540
2,32,128,50,6,1,2,16,3,41261142
2,32,128,50,6,1,2,32,3,36745056
2,32,128,60,4,1,4,48,3,36059857
2,32,128,60,4,2,1,32,2,39691530
2,32,128,60,6,1,2,48,2,40983147
2,32,128,60,6,1,4,32,2,39605803
2,32,32,0,0,0,0,0,0,42807152
2,32,32,10,2,1,1,16,1,41762392
2,32,32,10,2,1,2,16,2,41818251
2,32,32,10,2,1,4,32,2,40785094
2,32,32,10,2,1,4,48,3,40250608
2,32,32,10,4,1,2,32,3,40445679
2,32,32,10,4,2,1,32,1,41550125
2,32,32,10,6,1,2,16,2,41645010
2,32,32,20,6,1,2,48,3,37749632
2,32,32,30,2,2,2,16,1,41548908
2,32,32,30,4,1,1,16,3,40683957
2,32,32,30,4,2,2,16,1,41431037
2,32,32,30,6,1,2,16,2,40222397
2,32,32,30,6,2,1,32,2,40303375
2,32,32,40,2,1,1,48,3,39224779
2,32,32,40,2,2,2,16,3,41297035
2,32,32,40,2,2,4,16,1,41541127
2,32,32,40,2,2,4,48,2,41121850
2,32,32,40,6,1,1,48,1,41404538
2,32,32,40,6,1,4,48,3,39026660
2,32,32,50,2,1,1,16,2,41324352
2,32,32,50,2,1,1,32,3,39537204
2,32,32,50,4,2,2,48,3,35817846
2,32,32,60,2,2,2,32,2,38960705
2,32,32,60,2,2,4,32,2,39778775
2,32,32,60,4,1,1,16,1,41419812
2,32,32,60,4,1,1,48,1,41394210
2,32,32,60,4,2,1,48,1,41394210
2,32,32,60,6,1,2,48,2,40707079
2,32,32,60,6,2,1,48,1,41390116
2,32,96,0,0,0,0,0,0,42800012
2,32,96,10,4,1,2,48,3,40246168
2,32,96,20,2,1,2,48,2,38885640
2,32,96,20,2,1,4,48,1,41497940
2,32,96,20,2,2,4,32,1,41510375
2,32,96,20,4,2,4,16,1,41415107
2,32,96,20,6,1,1,16,1,41465818
2,32,96,20,6,2,4,32,1,41395717
2,32,96,30,2,1,2,16,3,41140699
2,32,96,30,2,2,1,32,1,41513787
2,32,96,30,2,2,2,32,3,40336960
2,32,96,30,2,2,4,48,1,41490478
2,32,96,30,4,1,2,16,1,41429917
2,32,96,30,4,1,2,48,1,41379942
2,32,96,30,4,1,4,48,1,41387002
2,32,96,30,6,2,1,32,2,40301664
2,32,96,40,2,1,2,32,2,39357830
2,32,96,40,4,2,1,48,2,40820230
2,32,96,40,4,2,2,16,1,41429922
2,32,96,40,6,2,4,48,1,41384211
2,32,96,50,2,1,2,16,2,41172332
2,32,96,50,4,1,2,16,1,41429915
2,32,96,50,6,1,1,48,3,36456236
2,32,96,50,6,1,4,16,1,41425791
2,32,96,60,2,2,2,48,1,41498880
2,32,96,60,4,1,1,16,3,40897806
2,32,96,60,6,2,1,48,3,36800885
2,32,96,60,6,2,2,32,3,40242405
2,64,128,0,0,0,0,0,0,42694205
2,64,128,10,2,1,1,32,1,41549102
2,64,128,10,2,2,1,48,1,41530720
2,64,128,10,2,2,1,32,3,40736601
2,64,128,10,4,2,1,16,3,40939979
2,64,128,10,6,1,2,16,1,41850543
2,64,128,10,6,1,4,48,3,39514275
2,64,128,10,6,2,1,16,1,41716110
2,64,128,20,2,2,4,32,2,40988676
2,64,128,20,4,1,1,16,1,41336871
2,64,128,20,4,1,1,32,3,40336760
2,64,128,20,6,2,2,16,3,41175983
2,64,128,30,2,1,4,32,2,39901954
2,64,128,30,2,2,4,16,3,40512017
2,64,128,30,2,2,4,32,3,39922002
2,64,128,30,4,1,4,48,1,41265479
2,64,128,30,6,1,1,32,1,41297540
2,64,128,40,2,1,2,32,2,41041417
2,64,128,40,2,1,2,32,3,38981422
2,64,128,40,2,1,2,48,3,36510545
2,64,128,40,2,1,4,48,2,40846507
2,64,128,40,2,2,4,16,3,40451705
2,64,128,40,4,1,1,48,2,40311167
2,64,128,40,4,2,2,48,1,41271424
2,64,128,40,4,2,4,16,2,40921091
2,64,128,40,6,2,2,32,3,38785501
2,64,128,50,2,2,4,32,2,40157837
2,64,128,50,4,2,2,32,3,38850608
2,64,128,50,6,1,2,16,2,41026930
2,64,128,50,6,2,2,32,3,38846645
2,64,128,60,2,1,2,48,3,36445067
2,64,128,60,2,2,2,16,1,41400412
2,64,128,60,2,2,4,48,3,35630246
2,64,128,60,4,2,1,16,2,40968465
2,64,128,60,4,2,2,16,2,40683898
2,64,128,60,6,1,4,32,2,39412875
2,64,128,60,6,2,2,32,3,40096562
2,64,32,0,0,0,0,0,0,42691966
2,64,32,10,2,2,2,16,2,41704262
2,64,32,10,6,2,1,16,3,40941287
2,64,32,20,2,2,1,48,2,39009004
2,64,32,20,4,1,1,16,1,41337534
2,64,32,20,4,1,2,16,3,40569636
2,64,32,20,4,1,2,32,3,38969836
2,64,32,30,2,1,2,48,3,38406114
2,64,32,30,2,1,4,48,1,41376776
2,64,32,30,2,2,1,32,3,40854252
2,64,32,30,2,2,4,32,2,38706242
2,64,32,30,2,2,4,32,3,39112034
2,64,32,30,4,2,1,32,1,41280181
2,64,32,30,6,2,1,48,1,41254909
2,64,32,40,2,1,4,48,2,40849399
2,64,32,40,4,1,4,48,3,36852479
2,64,32,40,4,2,2,16,1,41312542
2,64,32,40,6,2,2,32,3,37762326
2,64,32,50,2,2,1,16,2,41167856
2,64,32,50,2,2,2,48,1,41391243
2,64,32,50,2,2,4,48,2,40886937
2,64,32,50,4,2,2,16,2,41032591
2,64,32,50,4,2,4,32,2,39479135
2,64,32,50,6,1,4,16,3,40683139
2,64,32,50,6,1,4,32,3,38699016
2,64,32,50,6,2,2,48,2,40700363
2,64,32,60,2,1,4,48,3,35916831
2,64,32,60,2,2,4,48,1,41382673
2,64,32,60,4,2,4,32,2,39049077
2,64,96,0,0,0,0,0,0,42688867
2,64,96,10,2,1,1,16,3,41621346
2,64,96,10,2,2,2,48,3,40110563
2,64,96,10,4,2,4,32,3,40091416
2,64,96,20,2,2,4,32,2,40989322
2,64,96,20,4,1,1,32,2,39710587
2,64,96,20,4,2,1,32,1,41356000
2,64,96,20,4,2,4,48,3,38442330
2,64,96,20,6,1,2,48,2,38985396
2,64,96,20,6,1,4,16,2,41416313
2,64,96,30,2,1,4,32,1,41396930
2,64,96,30,2,2,2,16,1,41455015
2,64,96,30,4,2,2,16,3,40380929
2,64,96,30,4,2,4,32,1,41291098
2,64,96,40,2,2,1,32,2,40565818
2,64,96,40,4,1,2,32,3,37761257
2,64,96,40,6,1,2,16,2,41032138
2,64,96,40,6,1,2,32,3,37761251
2,64,96,50,4,1,2,48,3,35944490
2,64,96,50,4,2,1,16,1,41300736
2,64,96,60,4,2,2,16,1,41303065
2,64,96,60,4,2,2,48,2,40864375
2,64,96,60,6,2,2,48,1,41260758
4,128,128,0,0,0,0,0,0,28321141
4,128,128,10,2,2,1,16,1,28119320
4,128,128,10,4,1,4,16,1,28049754
4,128,128,10,4,2,4,48,3,27696760
4,128,128,10,6,1,1,48,3,27069656
4,128,128,20,6,1,4,32,3,26612380
4,128,128,30,2,1,1,32,2,27455437
4,128,128,30,2,1,4,16,1,27904113
4,128,128,30,2,1,4,32,2,26848850
4,128,128,30,2,1,4,32,3,26562394
4,128,128,30,2,2,1,32,3,27004631
4,128,128,30,2,2,4,16,2,27244716
4,128,128,30,2,2,4,32,2,26922913
4,128,128,30,4,1,1,16,3,27058455
4,128,128,30,4,1,4,16,3,27578027
4,128,128,30,4,2,1,32,2,27442751
4,128,128,30,4,2,4,16,1,27972558
4,128,128,40,2,2,1,32,3,27087422
4,128,128,40,2,2,1,48,3,27160148
4,128,128,40,4,1,1,16,1,27972934
4,128,128,40,4,1,2,48,1,27832969
4,128,128,40,6,1,1,32,1,27837505
4,128,128,50,2,1,1,32,3,27604000
4,128,128,50,2,1,4,16,1,28015192
4,128,128,50,2,2,1,16,3,27018570
4,128,128,50,4,1,2,16,3,26779209
4,128,128,50,4,1,2,48,3,25919557
4,128,128,50,4,2,1,48,3,26840849
4,128,128,50,4,2,4,48,3,25664123
4,128,128,50,6,1,1,32,3,27531965
4,128,128,60,4,1,1,48,3,26498724
4,128,128,60,4,1,2,32,1,27839188
4,128,128,60,4,2,2,16,1,27972285
4,128,128,60,4,2,2,16,3,26741221
4,128,128,60,6,1,1,48,1,27831282
4,128,128,60,6,1,2,32,1,27814826
4,128,32,0,0,0,0,0,0,28330433
4,128,32,10,6,1,1,32,2,27791147
4,128,32,10,6,2,2,48,1,27841638
4,128,32,10,6,2,4,48,1,27870449
4,128,32,20,4,1,1,16,2,27539884
4,128,32,20,6,1,1,16,1,27856083
4,128,32,20,6,1,1,32,3,27216510
4,128,32,20,6,2,1,16,3,27480771
4,128,32,20,6,2,2,48,1,27865000
4,128,32,20,6,2,2,32,2,27386485
4,128,32,30,2,1,2,16,3,26798082
4,128,32,30,4,2,2,48,2,27005122
4,128,32,40,4,1,1,48,3,27012723
4,128,32,40,4,2,2,16,2,27430155
4,128,32,40,6,1,4,16,2,27494343
4,128,32,50,2,1,2,16,3,26929067
4,128,32,50,6,2,1,48,2,27283173
4,128,32,50,6,2,2,16,1,27853187
4,128,32,60,2,1,2,32,1,27869974
4,128,32,60,2,1,2,48,2,27412160
4,128,32,60,2,2,2,48,2,27412160
4,128,32,60,4,1,1,16,1,27855492
4,128,32,60,4,1,2,32,3,26461331
4,128,32,60,6,2,1,32,1,27817242
4,128,32,60,6,2,2,32,1,27866226
4,128,96,0,0,0,0,0,0,28328741
4,128,96,10,2,1,1,32,3,27872744
4,128,96,10,2,1,4,48,1,27897353
4,128,96,10,2,1,4,32,3,27836848
4,128,96,10,2,2,4,32,1,27900620
4,128,96,10,4,1,2,48,1,27878055
4,128,96,10,4,2,1,16,1,28080398
4,128,96,10,6,1,4,32,2,27521732
4,128,96,20,2,1,1,32,3,27305568
4,128,96,20,2,1,2,16,1,28015442
4,128,96,20,2,1,4,16,2,27865903
4,128,96,20,2,2,1,32,1,27891034
4,128,96,20,2,2,1,32,3,27305568
4,128,96,20,2,2,1,48,3,26914284
4,128,96,20,4,1,1,32,3,27252916
4,128,96,20,4,1,4,16,3,27541972
4,128,96,30,2,1,1,16,1,28016022
4,128,96,30,4,1,2,16,1,27972820
4,128,96,30,4,2,1,32,3,27511568
4,128,96,30,4,2,4,16,2,27415743
4,128,96,30,6,2,4,16,2,27114711
4,128,96,40,2,1,2,16,2,27561904
4,128,96,40,4,1,2,32,3,26354961
4,128,96,40,4,2,2,16,2,27753738
4,128,96,40,6,1,1,16,1,27887836
4,128,96,40,6,1,2,48,1,27835540
4,128,96,40,6,1,2,48,3,26371130
4,128,96,50,2,1,1,48,1,27920832
4,128,96,50,4,1,1,48,1,27869789
4,128,96,50,4,2,2,16,3,27694657
4,128,96,60,2,1,4,32,1,27890440
4,128,96,60,2,2,2,32,3,26848369
4,128,96,60,4,2,2,48,3,26151726
4,128,96,60,4,2,4,16,2,27721345
4,192,128,0,0,0,0,0,0,28321141
4,192,128,10,6,1,2,48,1,27839573
4,192,128,10,6,2,2,32,1,27825274
4,192,128,10,6,2,4,32,2,27573719
4,192,128,20,6,1,1,16,1,27953432
4,192,128,20,6,1,1,16,3,27420968
4,192,128,30,2,2,1,48,2,27441942
4,192,128,30,4,2,2,32,1,27816969
4,192,128,40,2,1,1,32,3,27119322
4,192,128,40,4,1,1,48,2,27171645
4,192,128,40,4,2,1,32,1,27839555
4,192,128,40,4,2,2,32,3,26448852
4,192,128,40,6,1,1,48,3,26915322
4,192,128,50,2,2,4,48,3,26286374
4,192,128,60,6,1,4,16,3,26627987
4,192,32,0,0,0,0,0,0,28324224
4,192,32,10,4,1,2,16,1,27955357
4,192,32,10,6,1,4,16,2,27645443
4,192,32,10,6,2,1,16,3,27797656
4,192,32,20,2,2,2,16,2,27461162
4,192,32,20,2,2,4,32,2,27461287
4,192,32,20,4,1,4,32,1,27868318
4,192,32,20,6,1,4,16,2,27813225
4,192,32,20,6,1,4,48,3,26851940
4,192,32,30,2,1,2,48,2,27486003
4,192,32,30,2,1,4,48,2,27511308
4,192,32,30,2,2,1,48,3,26118788
4,192,32,30,4,1,2,48,3,25353623
4,192,32,30,4,1,4,48,3,25622686
4,192,32,30,4,2,2,32,1,27819034
4,192,32,30,6,1,2,16,3,27588481
4,192,32,40,2,2,2,32,3,26705930
4,192,32,50,2,1,4,48,3,25520486
4,192,32,50,6,2,2,32,3,26342955
4,192,32,60,4,1,1,16,1,27869743
4,192,32,60,4,2,4,32,3,26502843
4,192,32,60,6,1,4,32,3,26476443
4,192,96,0,0,0,0,0,0,28328741
4,192,96,10,2,1,1,48,1,27897661
4,192,96,10,2,2,2,48,2,27866574
4,192,96,10,6,1,4,16,3,27720346
4,192,96,10,6,2,2,16,2,27763049
4,192,96,20,2,1,1,48,2,27181996
4,192,96,20,2,2,2,16,3,27702449
4,192,96,20,4,1,1,32,3,27252916
4,192,96,20,4,1,4,16,2,27813117
4,192,96,20,4,2,2,32,1,27839432
4,192,96,20,4,2,4,48,3,26961277
4,192,96,20,6,1,1,48,1,27868048
4,192,96,20,6,2,4,16,3,27525351
4,192,96,30,2,1,1,32,3,27620451
4,192,96,30,2,1,2,16,2,27317073
4,192,96,30,2,2,1,16,1,27940953
4,192,96,30,4,1,4,48,1,27869401
4,192,96,30,4,1,4,32,2,26787337
4,192,96,30,4,2,2,16,3,26913916
4,192,96,30,6,1,1,48,2,27339603
4,192,96,40,2,2,4,16,1,28015584
4,192,96,40,4,1,4,16,3,26703543
4,192,96,40,4,2,2,48,1,27869402
4,192,96,40,4,2,4,16,2,27405009
4,192,96,40,6,1,2,48,2,26979531
4,192,96,40,6,2,1,48,2,27128771
4,192,96,50,2,1,1,16,3,27179253
4,192,96,50,2,1,2,16,1,27940638
4,192,96,50,2,1,2,32,1,27904454
4,192,96,50,2,2,1,48,1,27889027
4,192,96,50,2,2,2,48,1,27888658
4,192,96,50,4,1,2,48,3,26776024
4,192,96,50,4,2,2,48,2,27037482
4,192,96,50,4,2,4,16,2,27721388
4,192,96,50,6,1,4,32,2,27560707
4,192,96,50,6,2,2,16,2,27733610
4,192,96,50,6,2,2,32,2,27560724
4,192,96,60,2,1,1,48,2,27466303
4,192,96,60,2,1,1,48,3,26596947
4,192,96,60,2,2,4,16,3,26761733
4,192,96,60,4,1,1,48,2,27561679
4,192,96,60,6,1,4,32,3,26220076
4,192,96,60,6,2,1,16,1,27887820
4,32,128,0,0,0,0,0,0,29238922
4,32,128,10,4,1,1,32,2,28730438
4,32,128,10,4,2,2,16,3,28621738
4,32,128,10,4,2,4,16,1,28753531
4,32,128,10,6,1,2,16,3,28263045
4,32,128,10,6,2,1,48,3,27878987
4,32,128,10,6,2,4,16,3,28649584
4,32,128,10,6,2,4,32,3,28314046
4,32,128,20,2,1,4,48,2,28134678
4,32,128,20,2,2,1,16,1,28793571
4,32,128,20,2,2,2,48,3,27434785
4,32,128,20,4,2,1,16,2,28640697
4,32,128,20,4,2,4,16,3,28501691
4,32,128,20,6,1,2,32,2,28366648
4,32,128,20,6,2,1,16,1,28780737
4,32,128,20,6,2,1,32,1,28738091
4,32,128,30,2,1,2,32,1,28726423
4,32,128,30,2,1,2,32,3,27735067
4,32,128,30,4,1,2,48,2,28058062
4,32,128,30,4,1,2,16,3,28120019
4,32,128,30,4,2,1,48,3,27878790
4,32,128,30,4,2,4,48,1,28739005
4,32,128,40,6,1,2,16,3,28565190
4,32,128,50,2,1,1,48,2,28571709
4,32,128,50,2,1,1,32,3,27836456
4,32,128,50,2,2,4,48,3,26594611
4,32,128,50,4,1,1,16,1,28780554
4,32,128,50,4,2,2,16,1,28730123
4,32,128,50,4,2,4,48,3,26136666
4,32,128,50,6,2,1,16,3,28415568
4,32,128,60,2,2,1,48,2,28690069
4,32,128,60,2,2,4,32,1,28765935
4,32,128,60,2,2,4,48,1,28789796
4,32,128,60,4,2,1,48,1,28739358
4,32,128,60,4,2,4,16,1,28780546
4,32,128,60,6,2,2,48,3,26912342
4,32,32,0,0,0,0,0,0,29243755
4,32,32,10,2,2,1,16,3,28464412
4,32,32,10,4,1,4,16,2,28641327
4,32,32,10,4,1,4,16,3,28417281
4,32,32,10,4,2,4,16,2,28804051
4,32,32,10,6,1,2,32,1,28750421
4,32,32,10,6,2,2,48,1,28741991
4,32,32,10,6,2,4,48,1,28741974
4,32,32,20,4,1,2,32,2,28392056
4,32,32,20,4,1,4,16,1,28788377
4,32,32,20,4,1,4,16,3,28513544
4,32,32,20,4,2,1,16,3,28245613
4,32,32,20,4,2,2,32,1,28752368
4,32,32,20,4,2,4,48,3,27896338
4,32,32,30,2,2,1,16,2,28754820
4,32,32,30,2,2,1,16,3,28132613
4,32,32,30,2,2,2,32,3,27648066
4,32,32,30,2,2,4,32,1,28730904
4,32,32,30,4,1,1,16,1,28788806
4,32,32,30,4,1,4,32,1,28752343
4,32,32,30,4,1,4,16,3,28378974
4,32,32,30,6,1,2,32,3,27502465
4,32,32,40,4,1,1,32,2,28456775
4,32,32,40,6,2,2,48,1,28740455
4,32,32,40,6,2,2,32,3,26976778
4,32,32,50,2,1,1,16,1,28740437
4,32,32,50,2,1,4,32,2,28586776
4,32,32,50,2,2,1,32,2,28687139
4,32,32,50,4,2,2,32,1,28720148
4,32,32,50,4,2,4,48,2,28339233
4,32,32,50,4,2,4,48,3,26526881
4,32,32,50,6,2,4,48,3,26503943
4,32,32,60,2,2,2,32,1,28766805
4,32,32,60,4,1,1,16,1,28731281
4,32,32,60,4,1,4,48,1,28743477
4,32,32,60,4,1,4,16,2,28637218
4,32,32,60,4,2,1,48,1,28781464
4,32,32,60,4,2,1,48,3,27144412
4,32,96,0,0,0,0,0,0,29248049
4,32,96,10,2,2,1,32,1,28775526
4,32,96,10,2,2,1,48,1,28774924
4,32,96,10,4,1,4,48,3,28484978
4,32,96,10,4,2,1,32,2,28702653
4,32,96,10,6,1,2,16,1,28781368
4,32,96,20,2,1,1,16,2,28753628
4,32,96,20,2,2,1,32,3,27924451
4,32,96,20,4,1,1,48,1,28786306
4,32,96,20,6,1,1,48,1,28777133
4,32,96,30,6,1,2,32,3,27576496
4,32,96,40,2,1,1,48,1,28791350
4,32,96,40,4,2,1,32,2,28410842
4,32,96,40,4,2,1,16,3,28051989
4,32,96,40,4,2,4,48,2,28160952
4,32,96,50,2,1,4,32,1,28773329
4,32,96,50,2,2,1,48,1,28791358
4,32,96,50,2,2,2,16,3,27873600
4,32,96,50,2,2,4,32,1,28767164
4,32,96,50,6,1,1,32,3,27714639
4,32,96,60,2,1,1,48,3,27503448
4,32,96,60,2,2,1,48,2,28482440
4,32,96,60,2,2,4,32,1,28773217
4,32,96,60,2,2,4,48,3,26999726
4,32,96,60,4,1,4,16,3,28558407
4,32,96,60,6,2,2,16,1,28768762
4,32,96,60,6,2,2,32,2,28440538
4,32,96,60,6,2,4,16,3,28541999
4,64,128,0,0,0,0,0,0,28329406
4,64,128,10,2,1,2,32,1,27921199
4,64,128,10,2,2,2,48,3,27763643
4,64,128,10,2,2,4,48,2,27305055
4,64,128,10,2,2,4,32,3,27787031
4,64,128,10,4,1,1,48,1,27822059
4,64,128,10,6,1,1,32,3,27725441
4,64,128,20,2,2,4,48,2,27095162
4,64,128,20,4,1,4,16,1,27869177
