issue,rob,sqlq,rows,alus,mult,ldst,cache,bpc,cycles
2,64,32,50,2,2,2,48,1,80911337
2,64,32,50,2,2,4,48,2,80911546
2,64,32,50,4,2,2,16,2,80911622
2,64,32,50,4,2,4,32,2,80911598
2,64,32,50,6,1,4,16,3,65855785
2,64,32,50,6,1,4,32,3,61750107
2,64,32,50,6,2,2,48,2,80911554
2,64,32,60,2,1,4,48,3,67223963
2,64,32,60,2,2,4,48,1,80911450
2,64,32,60,4,2,4,32,2,80911672
2,64,96,0,0,0,0,0,0,80916818
2,64,96,10,2,1,1,16,3,80912404
2,64,96,10,2,2,2,48,3,80912492
2,64,96,10,4,2,4,32,3,80912663
2,64,96,20,2,2,4,32,2,80912328
2,64,96,20,4,1,1,32,2,80912356
2,64,96,20,4,2,1,32,1,80912497
2,64,96,20,4,2,4,48,3,65857351
2,64,96,20,6,1,2,48,2,80909428
2,64,96,20,6,1,4,16,2,80912584
2,64,96,30,2,1,4,32,1,80911954
2,64,96,30,2,2,2,16,1,80912486
2,64,96,30,4,2,2,16,3,67224587
2,64,96,30,4,2,4,32,1,80912214
2,64,96,40,2,2,1,32,2,80912220
2,64,96,40,4,1,2,32,3,68577433
2,64,96,40,6,1,2,16,2,80912020
2,64,96,40,6,1,2,32,3,68577433
2,64,96,50,4,1,2,48,3,61750015
2,64,96,50,4,2,1,16,1,80912256
2,64,96,60,4,2,2,16,1,80912473
2,64,96,60,4,2,2,48,2,80911992
2,64,96,60,6,2,2,48,1,80912191
4,128,128,0,0,0,0,0,0,49848735
4,128,128,10,2,2,1,16,1,49845655
4,128,128,10,4,1,4,16,1,49750740
4,128,128,10,4,2,4,48,3,48253868
4,128,128,10,6,1,1,48,3,48254548
4,128,128,20,6,1,4,32,3,49262268
4,128,128,30,2,1,1,32,2,49750246
4,128,128,30,2,1,4,16,1,49845563
4,128,128,30,2,1,4,32,2,44794616
4,128,128,30,2,1,4,32,3,49343656
4,128,128,30,2,2,1,32,3,45757279
4,128,128,30,2,2,4,16,2,44616357
4,128,128,30,2,2,4,32,2,44606221
4,128,128,30,4,1,1,16,3,45757352
4,128,128,30,4,1,4,16,3,49401022
4,128,128,30,4,2,1,32,2,49845135
4,128,128,30,4,2,4,16,1,49750704
4,128,128,40,2,2,1,32,3,47856457
4,128,128,40,2,2,1,48,3,47944484
4,128,128,40,4,1,1,16,1,49750787
4,128,128,40,4,1,2,48,1,49845508
4,128,128,40,6,1,1,32,1,49750707
4,128,128,50,2,1,1,32,3,47861576
4,128,128,50,2,1,4,16,1,49750713
4,128,128,50,2,2,1,16,3,47945299
4,128,128,50,4,1,2,16,3,46798329
4,128,128,50,4,1,2,48,3,46690787
4,128,128,50,4,2,1,48,3,47562843
4,128,128,50,4,2,4,48,3,46798034
4,128,128,50,6,1,1,32,3,47473733
4,128,128,60,4,1,1,48,3,47343317
4,128,128,60,4,1,2,32,1,49750625
4,128,128,60,4,2,2,16,1,49750732
4,128,128,60,4,2,2,16,3,45974614
4,128,128,60,6,1,1,48,1,49845563
4,128,128,60,6,1,2,32,1,49845502
4,128,32,0,0,0,0,0,0,49885844
4,128,32,10,6,1,1,32,2,49879093
4,128,32,10,6,2,2,48,1,49878780
4,128,32,10,6,2,4,48,1,49878461
4,128,32,20,4,1,1,16,2,49879349
4,128,32,20,6,1,1,16,1,49880701
4,128,32,20,6,1,1,32,3,48852160
4,128,32,20,6,2,1,16,3,48920759
4,128,32,20,6,2,2,48,1,49878470
4,128,32,20,6,2,2,32,2,47482735
4,128,32,30,2,1,2,16,3,49420674
4,128,32,30,4,2,2,48,2,49420824
4,128,32,40,4,1,1,48,3,47596515
4,128,32,40,4,2,2,16,2,44863056
4,128,32,40,6,1,4,16,2,44862707
4,128,32,50,2,1,2,16,3,47293627
4,128,32,50,6,2,1,48,2,46002883
4,128,32,50,6,2,2,16,1,49878828
4,128,32,60,2,1,2,32,1,49878757
4,128,32,60,2,1,2,48,2,44862859
4,128,32,60,2,2,2,48,2,44862859
4,128,32,60,4,1,1,16,1,49878884
4,128,32,60,4,1,2,32,3,46247158
4,128,32,60,6,2,1,32,1,49878804
4,128,32,60,6,2,2,32,1,49878430
4,128,96,0,0,0,0,0,0,49849325
4,128,96,10,2,1,1,32,3,49845006
4,128,96,10,2,1,4,48,1,49844806
4,128,96,10,2,1,4,32,3,49844987
4,128,96,10,2,2,4,32,1,49844797
4,128,96,10,4,1,2,48,1,49751230
4,128,96,10,4,2,1,16,1,49751347
4,128,96,10,6,1,4,32,2,49751350
4,128,96,20,2,1,1,32,3,48927348
4,128,96,20,2,1,2,16,1,49844892
4,128,96,20,2,1,4,16,2,49751541
4,128,96,20,2,2,1,32,1,49845051
4,128,96,20,2,2,1,32,3,48927348
4,128,96,20,2,2,1,48,3,49039098
4,128,96,20,4,1,1,32,3,48817717
4,128,96,20,4,1,4,16,3,49547869
4,128,96,30,2,1,1,16,1,49844939
4,128,96,30,4,1,2,16,1,49844875
4,128,96,30,4,2,1,32,3,45756573
4,128,96,30,4,2,4,16,2,44616947
4,128,96,30,6,2,4,16,2,44804051
4,128,96,40,2,1,2,16,2,44606817
4,128,96,40,4,1,2,32,3,46691719
4,128,96,40,4,2,2,16,2,44793954
4,128,96,40,6,1,1,16,1,49751333
4,128,96,40,6,1,2,48,1,49844801
4,128,96,40,6,1,2,48,3,46797957
4,128,96,50,2,1,1,48,1,49751268
4,128,96,50,4,1,1,48,1,49751259
4,128,96,50,4,2,2,16,3,46798135
4,128,96,60,2,1,4,32,1,49844749
4,128,96,60,2,2,2,32,3,47787033
4,128,96,60,4,2,2,48,3,46162479
4,128,96,60,4,2,4,16,2,44793971
4,192,128,0,0,0,0,0,0,49848735
4,192,128,10,6,1,2,48,1,49845534
4,192,128,10,6,2,2,32,1,49845537
4,192,128,10,6,2,4,32,2,49750723
4,192,128,20,6,1,1,16,1,49751007
4,192,128,20,6,1,1,16,3,48771267
4,192,128,30,2,2,1,48,2,49844931
4,192,128,30,4,2,2,32,1,49845502
4,192,128,40,2,1,1,32,3,47945069
4,192,128,40,4,1,1,48,2,49400885
4,192,128,40,4,2,1,32,1,49750707
4,192,128,40,4,2,2,32,3,46798406
4,192,128,40,6,1,1,48,3,47562149
4,192,128,50,2,2,4,48,3,47147119
4,192,128,60,6,1,4,16,3,45974603
4,192,32,0,0,0,0,0,0,49885553
4,192,32,10,4,1,2,16,1,49878561
4,192,32,10,6,1,4,16,2,49878972
4,192,32,10,6,2,1,16,3,49879306
4,192,32,20,2,2,2,16,2,49879301
4,192,32,20,2,2,4,32,2,47482762
4,192,32,20,4,1,4,32,1,49878437
4,192,32,20,6,1,4,16,2,49879601
4,192,32,20,6,1,4,48,3,49309761
4,192,32,30,2,1,2,48,2,49878437
4,192,32,30,2,1,4,48,2,49878328
4,192,32,30,2,2,1,48,3,45769665
4,192,32,30,4,1,2,48,3,49416232
4,192,32,30,4,1,4,48,3,49420241
4,192,32,30,4,2,2,32,1,49878748
4,192,32,30,6,1,2,16,3,49420981
4,192,32,40,2,2,2,32,3,47293694
4,192,32,50,2,1,4,48,3,47293191
4,192,32,50,6,2,2,32,3,46837528
4,192,32,60,4,1,1,16,1,49878593
4,192,32,60,4,2,4,32,3,46232016
4,192,32,60,6,1,4,32,3,46232016
4,192,96,0,0,0,0,0,0,49849325
4,192,96,10,2,1,1,48,1,49844873
4,192,96,10,2,2,2,48,2,49844735
4,192,96,10,6,1,4,16,3,49845147
4,192,96,10,6,2,2,16,2,49751399
4,192,96,20,2,1,1,48,2,45772386
4,192,96,20,2,2,2,16,3,49547899
4,192,96,20,4,1,1,32,3,48817717
4,192,96,20,4,1,4,16,2,49751533
4,192,96,20,4,2,2,32,1,49844803
4,192,96,20,4,2,4,48,3,49261496
4,192,96,20,6,1,1,48,1,49751442
4,192,96,20,6,2,4,16,3,49547864
4,192,96,30,2,1,1,32,3,45756576
4,192,96,30,2,1,2,16,2,44607029
4,192,96,30,2,2,1,16,1,49751342
4,192,96,30,4,1,4,48,1,49751176
4,192,96,30,4,1,4,32,2,44793916
4,192,96,30,4,2,2,16,3,49400297
4,192,96,30,6,1,1,48,2,49400277
4,192,96,40,2,2,4,16,1,49844856
4,192,96,40,4,1,4,16,3,46691735
4,192,96,40,4,2,2,48,1,49751204
4,192,96,40,4,2,4,16,2,44606774
4,192,96,40,6,1,2,48,2,44606696
4,192,96,40,6,2,1,48,2,49344003
4,192,96,50,2,1,1,16,3,47945025
4,192,96,50,2,1,2,16,1,49751287
4,192,96,50,2,1,2,32,1,49751207
4,192,96,50,2,2,1,48,1,49844865
4,192,96,50,2,2,2,48,1,49844810
4,192,96,50,4,1,2,48,3,46691810
4,192,96,50,4,2,2,48,2,48937372
4,192,96,50,4,2,4,16,2,48976874
4,192,96,50,6,1,4,32,2,48976547
4,192,96,50,6,2,2,16,2,48976889
4,192,96,50,6,2,2,32,2,48976562
4,192,96,60,2,1,1,48,2,45772244
4,192,96,60,2,1,1,48,3,48509883
4,192,96,60,2,2,4,16,3,47344320
4,192,96,60,4,1,1,48,2,45940625
4,192,96,60,6,1,4,32,3,45975732
4,192,96,60,6,2,1,16,1,49751333
4,32,128,0,0,0,0,0,0,52859513
4,32,128,10,4,1,1,32,2,52855950
4,32,128,10,4,2,2,16,3,52513835
4,32,128,10,4,2,4,16,1,52855621
4,32,128,10,6,1,2,16,3,52514123
4,32,128,10,6,2,1,48,3,51170223
4,32,128,10,6,2,4,16,3,52513787
4,32,128,10,6,2,4,32,3,51228188
4,32,128,20,2,1,4,48,2,52851672
4,32,128,20,2,2,1,16,1,52856613
4,32,128,20,2,2,2,48,3,51845924
4,32,128,20,4,2,1,16,2,52855774
4,32,128,20,4,2,4,16,3,52855625
4,32,128,20,6,1,2,32,2,49116672
4,32,128,20,6,2,1,16,1,52856602
4,32,128,20,6,2,1,32,1,52855773
4,32,128,30,2,1,2,32,1,52855561
4,32,128,30,2,1,2,32,3,51854398
4,32,128,30,4,1,2,48,2,47046081
4,32,128,30,4,1,2,16,3,51854082
4,32,128,30,4,2,1,48,3,48402761
4,32,128,30,4,2,4,48,1,52855533
4,32,128,40,6,1,2,16,3,49317440
4,32,128,50,2,1,1,48,2,48415144
4,32,128,50,2,1,1,32,3,50471607
4,32,128,50,2,2,4,48,3,49558624
4,32,128,50,4,1,1,16,1,52855948
4,32,128,50,4,2,2,16,1,52855590
4,32,128,50,4,2,4,48,3,49148448
4,32,128,50,6,2,1,16,3,51842496
4,32,128,60,2,2,1,48,2,48415006
4,32,128,60,2,2,4,32,1,52855801
4,32,128,60,2,2,4,48,1,52855848
4,32,128,60,4,2,1,48,1,52855615
4,32,128,60,4,2,4,16,1,52855866
4,32,128,60,6,2,2,48,3,48414354
4,32,32,0,0,0,0,0,0,52863395
4,32,32,10,2,2,1,16,3,52514696
4,32,32,10,4,1,4,16,2,52856859
4,32,32,10,4,1,4,16,3,52515127
4,32,32,10,4,2,4,16,2,52856756
4,32,32,10,6,1,2,32,1,52856490
4,32,32,10,6,2,2,48,1,52856416
4,32,32,10,6,2,4,48,1,52856376
4,32,32,20,4,1,2,32,2,49117835
4,32,32,20,4,1,4,16,1,52856462
4,32,32,20,4,1,4,16,3,52857092
4,32,32,20,4,2,1,16,3,52857193
4,32,32,20,4,2,2,32,1,52856450
4,32,32,20,4,2,4,48,3,51846768
4,32,32,30,2,2,1,16,2,52856758
4,32,32,30,2,2,2,32,3,51855488
4,32,32,30,2,2,4,32,1,52856319
4,32,32,30,4,1,1,16,1,52856535
4,32,32,30,4,1,4,32,1,52856411
4,32,32,30,4,1,4,16,3,51855418
4,32,32,30,6,1,2,32,3,51855462
4,32,32,40,4,1,1,32,2,48086732
4,32,32,40,6,2,2,48,1,52856347
4,32,32,40,6,2,2,32,3,49314936
4,32,32,50,2,1,1,16,1,52856443
4,32,32,50,2,1,4,32,2,52856342
4,32,32,50,2,2,1,32,2,48416193
4,32,32,50,4,2,2,32,1,52856336
4,32,32,50,4,2,4,48,2,51875425
4,32,32,50,4,2,4,48,3,49020642
4,32,32,50,6,2,4,48,3,49020642
4,32,32,60,2,2,2,32,1,52856414
4,32,32,60,4,1,1,16,1,52856432
4,32,32,60,4,1,4,48,1,52856319
4,32,32,60,4,1,4,16,2,47047289
4,32,32,60,4,2,1,48,1,52856506
4,32,32,60,4,2,1,48,3,49784917
4,32,96,0,0,0,0,0,0,52860233
4,32,96,10,2,2,1,32,1,52855849
4,32,96,10,2,2,1,48,1,52855772
4,32,96,10,4,1,4,48,3,51169663
4,32,96,10,4,2,1,32,2,52855982
4,32,96,10,6,1,2,16,1,52855982
4,32,96,20,2,1,1,16,2,52856061
4,32,96,20,2,2,1,32,3,51854820
4,32,96,20,4,1,1,48,1,52855969
4,32,96,20,6,1,1,48,1,52856115
4,32,96,30,6,1,2,32,3,51854418
4,32,96,40,2,1,1,48,1,52855959
4,32,96,40,4,2,1,32,2,48085439
4,32,96,40,4,2,1,16,3,50015321
4,32,96,40,4,2,4,48,2,47046068
4,32,96,50,2,1,4,32,1,52855725
4,32,96,50,2,2,1,48,1,52855959
4,32,96,50,2,2,2,16,3,49799323
4,32,96,50,2,2,4,32,1,52855830
4,32,96,50,6,1,1,32,3,50015312
4,32,96,60,2,1,1,48,3,51152407
4,32,96,60,2,2,1,48,2,48415035
4,32,96,60,2,2,4,32,1,52855725
4,32,96,60,2,2,4,48,3,49783553
4,32,96,60,4,1,4,16,3,48414860
4,32,96,60,6,2,2,16,1,52855923
4,32,96,60,6,2,2,32,2,47046310
4,32,96,60,6,2,4,16,3,48414860
4,64,128,0,0,0,0,0,0,49743114
4,64,128,10,2,1,2,32,1,49739546
4,64,128,10,2,2,2,48,3,48169240
4,64,128,10,2,2,4,48,2,49714735
4,64,128,10,2,2,4,32,3,48160451
4,64,128,10,4,1,1,48,1,49715384
4,64,128,10,6,1,1,32,3,49739671
4,64,128,20,2,2,4,48,2,49735350
4,64,128,20,4,1,4,16,1,49739534
4,64,128,20,6,1,1,16,2,49739444
4,64,128,20,6,2,1,32,2,45709271
4,64,128,30,2,1,2,32,1,49715404
